no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,room_type_reserved,lead_time,avg_price_per_room,no_of_special_requests,type_of_meal_plan_Meal Plan 2,type_of_meal_plan_Not Selected,required_car_parking_space_1,market_segment_type_Offline,market_segment_type_Online,market_segment_type_other,arrival_year_2018,arrival_month_2,arrival_month_3,arrival_month_4,arrival_month_5,arrival_month_6,arrival_month_7,arrival_month_8,arrival_month_9,arrival_month_10,arrival_month_11,arrival_month_12,arrival_date_mid_month,arrival_date_start_month,booking_status
1,0.0,0,0.6931471805599453,1,0.6931471805599453,0.0,0.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0.0,1,1.3862943611198906,1,3.6375861597263857,145.8,1.0986122886681098,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,0.0,2,1.791759469228055,1,3.828641396489095,75.0,0.6931471805599453,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2,0.0,2,1.3862943611198906,1,5.1298987149230735,72.25,1.0986122886681098,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2,0.0,2,1.3862943611198906,1,4.969813299576001,100.3,0.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1,0.0,0,0.6931471805599453,1,3.258096538021482,75.2,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,0.0,0,1.0986122886681098,1,4.634728988229636,101.5,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2,0.6931471805599453,2,1.0986122886681098,1,1.6094379124341003,81.6,1.0986122886681098,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2,0.0,1,1.3862943611198906,1,4.6913478822291435,108.0,1.0986122886681098,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,0.0,0,0.6931471805599453,1,2.1972245773362196,65.0,0.6931471805599453,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,0.0,2,1.0986122886681098,1,4.04305126783455,185.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,1.0986122886681098,0,0.6931471805599453,6,2.5649493574615367,220.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
1,0.0,1,0.0,1,0.0,80.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,0.0,2,0.6931471805599453,1,3.6375861597263857,75.0,0.6931471805599453,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,0.0,1,0.6931471805599453,4,0.0,158.0,0.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,0.0,0,1.0986122886681098,1,3.6888794541139363,87.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2,0.0,0,0.6931471805599453,6,3.6109179126442243,103.95,0.0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0.6931471805599453,0,1.791759469228055,5,4.1588830833596715,131.75,1.0986122886681098,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,1.0986122886681098,2,1.0986122886681098,2,4.477336814478207,112.01,0.6931471805599453,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0.0,1,1.0986122886681098,1,4.07753744390572,79.2,0.6931471805599453,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2,0.0,0,1.0986122886681098,1,5.71042701737487,52.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2,0.0,0,1.0986122886681098,1,5.849324779946859,115.0,0.6931471805599453,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
1,0.0,0,0.6931471805599453,1,5.8916442118257715,91.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1
1,0.0,1,0.0,1,1.3862943611198906,65.0,0.0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,0.0,0,1.6094379124341003,1,3.912023005428146,71.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0.0,0,0.6931471805599453,1,2.995732273553991,135.0,0.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2,0.0,0,1.0986122886681098,1,4.31748811353631,101.5,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2,0.0,0,1.3862943611198906,1,3.5553480614894135,107.1,0.6931471805599453,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2,0.0,1,1.6094379124341003,1,4.30406509320417,79.05,0.6931471805599453,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1,0.0,0,0.6931471805599453,1,0.0,67.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,0.0,0,1.0986122886681098,1,4.553876891600541,96.3,0.6931471805599453,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0.0,1,1.6094379124341003,1,4.90527477843843,76.58,0.6931471805599453,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,0.0,1,0.0,1,0.6931471805599453,80.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0.0,0,0.6931471805599453,4,4.330733340286331,127.8,0.6931471805599453,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,0.0,0,1.6094379124341003,1,4.61512051684126,140.0,0.6931471805599453,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,0.0,1,0.6931471805599453,1,4.5217885770490405,116.1,0.0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
2,0.0,0,1.3862943611198906,1,3.1354942159291497,95.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2,0.0,1,0.6931471805599453,6,2.6390573296152584,153.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0.0,0,1.0986122886681098,1,3.4965075614664802,73.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2,0.0,0,1.3862943611198906,1,4.1588830833596715,126.9,0.6931471805599453,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
3,0.0,1,1.3862943611198906,1,3.295836866004329,127.2,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2,0.0,0,1.6094379124341003,1,5.6937321388027,117.0,0.6931471805599453,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0.0,0,0.6931471805599453,1,2.1972245773362196,95.0,0.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1
2,0.0,2,0.6931471805599453,1,2.0794415416798357,130.67,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2,0.0,0,1.0986122886681098,1,5.575949103146316,110.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0.0,0,1.791759469228055,1,4.948759890378168,70.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,0.0,2,0.6931471805599453,1,4.882801922586371,94.5,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
3,0.0,0,1.3862943611198906,1,1.9459101490553132,137.0,0.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0.0,0,1.0986122886681098,1,5.393627546352362,145.1,0.6931471805599453,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
1,0.0,1,0.6931471805599453,1,2.995732273553991,75.0,0.0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3,0.0,0,1.0986122886681098,1,2.833213344056216,142.0,1.6094379124341003,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0.0,0,1.0986122886681098,1,4.060443010546419,75.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2,0.0,1,1.0986122886681098,1,2.0794415416798357,152.0,0.6931471805599453,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,0.0,0,0.6931471805599453,1,2.9444389791664403,65.0,0.6931471805599453,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2,0.0,2,1.791759469228055,1,3.4657359027997265,64.67,0.6931471805599453,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2,0.0,2,0.6931471805599453,1,1.9459101490553132,85.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,0.0,1,1.6094379124341003,1,5.003946305945459,67.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,0.0,0,1.3862943611198906,1,4.1588830833596715,118.33,1.3862943611198906,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2,0.0,0,1.3862943611198906,2,5.187385805840755,94.62,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0.0,0,1.6094379124341003,1,5.0238805208462765,71.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0.0,1,1.3862943611198906,1,4.543294782270004,72.25,1.0986122886681098,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,0.0,0,1.0986122886681098,1,4.634728988229636,86.4,1.0986122886681098,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1
2,0.0,2,1.3862943611198906,1,5.123963979403259,72.25,0.6931471805599453,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2,0.0,2,0.6931471805599453,1,4.060443010546419,103.8,0.6931471805599453,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,0.0,0,1.0986122886681098,2,5.204006687076795,76.5,1.0986122886681098,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2,0.0,2,1.791759469228055,1,5.5053315359323625,107.59,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2,0.0,0,1.0986122886681098,1,3.912023005428146,80.75,0.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,0.0,0,1.3862943611198906,1,4.276666119016055,120.0,0.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2,0.0,0,1.3862943611198906,1,3.8066624897703196,75.0,0.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0.0,2,1.3862943611198906,1,1.0986122886681098,63.75,0.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0.6931471805599453,2,1.791759469228055,1,4.997212273764115,106.25,1.0986122886681098,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0.0,0,0.6931471805599453,4,0.0,223.0,0.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2,0.0,0,1.0986122886681098,1,3.8066624897703196,67.5,0.0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
2,0.0,2,1.0986122886681098,1,4.762173934797756,59.5,0.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2,0.0,2,0.6931471805599453,4,2.4849066497880004,126.0,0.6931471805599453,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2,0.0,0,0.6931471805599453,1,4.867534450455582,114.3,0.6931471805599453,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2,0.0,2,1.791759469228055,2,2.6390573296152584,85.29,0.6931471805599453,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0.0,2,1.0986122886681098,1,5.231108616854587,80.75,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2,0.0,2,0.6931471805599453,1,3.044522437723423,93.0,1.0986122886681098,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0.0,1,1.3862943611198906,1,2.5649493574615367,95.0,0.0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0.0,1,0.6931471805599453,1,2.3978952727983707,80.75,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2,0.0,1,1.0986122886681098,1,4.634728988229636,59.5,0.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1
1,0.0,1,0.0,4,2.0794415416798357,94.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2,0.0,2,0.6931471805599453,1,3.295836866004329,124.0,1.3862943611198906,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2,0.0,2,1.0986122886681098,4,4.672828834461906,90.95,0.6931471805599453,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,0.0,0,1.0986122886681098,1,5.771441123130016,115.0,0.6931471805599453,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
1,0.0,3,2.0794415416798357,1,0.0,69.0,0.6931471805599453,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,0.0,0,1.0986122886681098,1,2.6390573296152584,81.0,0.0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0.0,0,1.3862943611198906,1,2.772588722239781,103.44,0.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0.0,0,1.6094379124341003,1,5.602118820879701,80.0,0.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,0.0,1,1.0986122886681098,1,4.634728988229636,89.25,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,0.0,0,1.0986122886681098,1,4.634728988229636,87.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,0.0,0,0.6931471805599453,1,0.6931471805599453,65.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,0.0,0,1.3862943611198906,1,4.3694478524670215,95.0,0.6931471805599453,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,0.0,0,1.0986122886681098,1,4.727387818712341,100.0,0.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,0.0,0,1.0986122886681098,1,5.6131281063880705,109.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
1,0.0,1,1.0986122886681098,1,3.258096538021482,129.0,1.0986122886681098,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2,0.0,2,1.0986122886681098,1,4.290459441148391,79.65,0.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0.0,2,1.3862943611198906,1,4.543294782270004,76.5,1.0986122886681098,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2,0.0,0,0.6931471805599453,1,4.5217885770490405,114.3,0.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2,0.0,2,0.0,1,3.2188758248682006,71.69,0.6931471805599453,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,0.0,2,0.0,1,1.791759469228055,66.0,0.0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0,0,0.6931471805599453,1,1.9459101490553132,88.0,0.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2,0.0,0,1.0986122886681098,1,4.060443010546419,135.9,0.6931471805599453,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0.0,0,1.0986122886681098,1,2.70805020110221,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,0.0,0,0.6931471805599453,1,2.5649493574615367,75.2,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1,0.0,1,0.0,1,1.791759469228055,73.15,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0.0,0,0.6931471805599453,1,4.605170185988092,81.0,0.0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0.0,2,1.791759469228055,1,4.584967478670572,109.81,0.6931471805599453,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2,0.0,1,1.791759469228055,1,4.04305126783455,85.85,0.6931471805599453,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2,0.0,1,0.6931471805599453,4,4.110873864173311,123.3,0.6931471805599453,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1,0.0,2,0.6931471805599453,1,2.1972245773362196,85.35,0.6931471805599453,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,0.0,0,1.3862943611198906,4,5.293304824724492,159.3,0.6931471805599453,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2,0.0,4,1.9459101490553132,1,5.099866427824199,72.25,0.6931471805599453,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0.0,1,1.0986122886681098,1,2.995732273553991,117.81,0.6931471805599453,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,0.0,1,1.0986122886681098,1,3.044522437723423,80.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0.0,1,0.6931471805599453,1,1.3862943611198906,98.8,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2,0.0,2,0.6931471805599453,4,0.6931471805599453,51.5,0.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0.0,2,0.0,4,3.4339872044851463,79.6,0.6931471805599453,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0,1,0.6931471805599453,1,4.77912349311153,110.0,0.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,0.0,2,0.0,1,5.958424693029782,115.0,0.6931471805599453,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0.0,2,1.0986122886681098,1,5.231108616854587,102.6,1.0986122886681098,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2,0.0,0,1.3862943611198906,1,5.720311776607412,89.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1
1,0.0,0,0.6931471805599453,4,1.0986122886681098,55.0,0.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0.0,1,1.0986122886681098,4,2.5649493574615367,75.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2,1.0986122886681098,1,0.0,6,2.302585092994046,201.0,1.3862943611198906,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3,0.0,0,1.791759469228055,4,5.214935757608986,187.5,0.0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2,0.0,0,1.3862943611198906,1,4.382026634673881,37.33,0.6931471805599453,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2,0.0,2,1.3862943611198906,1,5.54907608489522,100.75,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2,0.0,0,1.0986122886681098,1,4.584967478670572,96.3,0.6931471805599453,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
